ISO,year,country.name,region,Subscriptors.per100,GPDperCapita,years.with.network
LSO,1997,Lesotho,Sub-Saharan Africa,0.18764562640935,904.489,2
LBY,1997,Libyan Arab Jamahiriya,Middle East and North Africa,0.20307261043952,9305.017,1
LUX,1997,Luxembourg,Wester Europe,16.00270489715,44003.727,13
MKD,1997,Macedonia,Eastern Europe,0.62067985582072,5454.679,2
MDG,1997,Madagascar,Sub-Saharan Africa,0.029324116310603,720.461,4
MWI,1997,Malawi,Sub-Saharan Africa,0.067280139796597,547.514,3
MYS,1997,Malaysia,East Asia,9.1718569823169,8766.57,12
MDV,1997,Maldives,South Asia,0.49806565200269,3295.007,2
MLI,1997,Mali,Sub-Saharan Africa,0.030035120588579,626.497,2
MUS,1997,Mauritius,Sub-Saharan Africa,3.6575566850312,6700.28,8
MEX,1997,Mexico,North America,1.7589566173127,9706.675,10
MDA,1997,Moldova,Former Soviet Republics,0.051541923497729,1289.715,3
MNG,1997,Mongolia,East Asia,0.085626591851859,1881.54,2
MAR,1997,Morocco,Middle East and North Africa,0.2695104765177,2414.526,11
MOZ,1997,Mozambique,Sub-Saharan Africa,0.014780106307984,379.619,1
NAM,1997,Namibia,Sub-Saharan Africa,0.71104780573491,3764.916,3
NLD,1997,Netherlands,Wester Europe,11.002307665148,25632.214,13
NZL,1997,New Zealand,Australia and Oceania,15.090091470687,17726.706,11
NIC,1997,Nicaragua,Central America,0.15669046524011,2468.293,5
NER,1997,Niger,Sub-Saharan Africa,0.00099634554686916,454.514,1
NGA,1997,Nigeria,Sub-Saharan Africa,0.013160263468826,1077.036,5
NOR,1997,Norway,Wester Europe,38.003808624117,35196.845,17
OMN,1997,Oman,Middle East and North Africa,2.3384392197731,14627.973,13
PAK,1997,Pakistan,South Asia,0.10057431196793,1743.422,8
PAN,1997,Panama,Central America,0.81697344644881,6089.139,2
PNG,1997,Papua New Guinea,Australia and Oceania,0.077598170638719,1669.563,2
PRY,1997,Paraguay,South America,1.6776628865481,4368.118,6
PER,1997,Peru,South America,1.7015589643425,4912.525,8
PHL,1997,Philippines,East Asia,1.8461155098215,2335.906,7
POL,1997,Poland,Eastern Europe,2.1157038364728,8566.36,6
PRT,1997,Portugal,Wester Europe,14.799986407596,15600.017,9
QAT,1997,Qatar,Middle East and North Africa,8.2109044346363,48849.104,8
ROU,1997,Romania,Eastern Europe,0.89470704665038,5960.725,5
RUS,1997,Russian Federation,Former Soviet Republics,0.32744682957316,6538.577,7
KNA,1997,Saint Kitts and Nevis,Caribbean,0.46712999886066,13118.118,2
LCA,1997,Saint Lucia,Caribbean,1.0590485772344,7485.616,4
VCT,1997,Saint Vincent and the Grenadines,Caribbean,0.32036740400552,5835.836,6
SAU,1997,Saudi Arabia,Middle East and North Africa,1.7458298851053,17098.474,8
SEN,1997,Senegal,Sub-Saharan Africa,0.075752532995782,1182.933,4
SYC,1997,Seychelles,Sub-Saharan Africa,2.9116400813756,12981.641,3
SGP,1997,Singapore,East Asia,23.229229739984,29651.031,10
SVK,1997,Slovakia (Slovak Republic),Eastern Europe,3.7132448776832,10241.945,7
SVN,1997,Slovenia,Eastern Europe,4.7069323558546,14765.696,7
SLB,1997,Solomon Islands,Australia and Oceania,0.17476249033893,2560.493,4
ZAF,1997,South Africa,Sub-Saharan Africa,4.2823800470012,6308.958,9
KOR,1997,Korea,East Asia,15.21163954179,14194.826,12
ESP,1997,Spain,Wester Europe,10.952732842811,18897.321,12
LKA,1997,Sri Lanka,South Asia,0.62189486962715,2470.765,8
SDN,1997,Sudan,Sub-Saharan Africa,0.01197463268602,701.213,2
SUR,1997,Suriname,South America,0.50427562303052,5910.962,5
SWE,1997,Sweden,Wester Europe,35.771103766001,22341.254,17
CHE,1997,Switzerland,Wester Europe,14.729944644534,28719.963,11
TJK,1997,Tajikistan,Former Soviet Republics,0.0053825106418123,765.171,2
TZA,1997,Tanzania,Sub-Saharan Africa,0.063939327275979,708.383,4
THA,1997,Thailand,East Asia,3.6168870743426,4969.794,12
BHS,1997,Bahamas,Caribbean,2.1614460771497,21580.756,8
TGO,1997,Togo,Sub-Saharan Africa,0.066492151595001,809.602,1
TON,1997,Tonga,Australia and Oceania,0.12428664643556,4862.099,3
TUN,1997,Tunisia,Middle East and North Africa,0.082881819035083,4502.981,11
TUR,1997,Turkey,Wester Europe,2.6664645655293,7725.199,12
TKM,1997,Turkmenistan,Former Soviet Republics,0.057656946243662,1231.523,1
ARE,1997,United Arab Emirates,Middle East and North Africa,11.857946725039,38469.774,16
UGA,1997,Uganda,Sub-Saharan Africa,0.022640285662446,674.098,3
GBR,1997,United Kingdom of Great Britain & Northern Ireland,Wester Europe,15.1597844886,22263.338,13
UKR,1997,Ukraine,Former Soviet Republics,0.11362092856187,2955.261,5
URY,1997,Uruguay,South America,3.0342000685512,7937.99,6
USA,1997,United States of America,North America,20.287417620397,31553.439,14
UZB,1997,Uzbekistan,Former Soviet Republics,0.072550529178474,1250.732,5
VUT,1997,Vanuatu,Australia and Oceania,0.11828301067404,3489.782,4
VEN,1997,Venezuela,South America,4.6681024453166,8896.57,10
VNM,1997,Vietnam,East Asia,0.21081942190594,1200.806,6
YEM,1997,Yemen,Middle East and North Africa,0.076112540642822,1812.072,6
ALB,1996,Albania,Eastern Europe,0.068840778164184,3012.467,1
DZA,1996,Algeria,Middle East and North Africa,0.039202273276166,3910.897,7
AGO,1996,Angola,Sub-Saharan Africa,0.02648582209446,2106.174,4
ATG,1996,Antigua and Barbuda,Caribbean,1.8506655277956,11555.489,1
ARG,1996,Argentina,South America,1.8915003288049,8530.86,8
ARM,1996,Armenia,Former Soviet Republics,0.0094535084333173,1353.013,1
AUS,1996,Australia,Australia and Oceania,21.756867604335,23016.246,10
AUT,1996,Austria,Wester Europe,7.4751181276371,23888.997,12
AZE,1996,Azerbaijan,Former Soviet Republics,0.21649782171353,1732.468,3
BHR,1996,Bahrain,Middle East and North Africa,6.9139567739698,20158.28,11
BGD,1996,Bangladesh,South Asia,0.0032679499339613,731.988,5
BRB,1996,Barbados,Caribbean,2.3809704263995,14574.691,6
BLR,1996,Belarus,Former Soviet Republics,0.064472564600072,3566.769,4
BEL,1996,Belgium,Wester Europe,4.6940506246977,22679.395,11
BLZ,1996,Belize,Central America,1.0283696291936,4658.468,4
BEN,1996,Benin,Sub-Saharan Africa,0.043828701825262,941.086,2
BOL,1996,Bolivia,South America,0.427823761716,2858.314,6
BRA,1996,Brazil,South America,1.5196284320233,6644.608,7
BRN,1996,Brunei Darussalam,East Asia,14.387575988972,43204.711,7
BGR,1996,Bulgaria,Eastern Europe,0.32138238423713,5519.437,4
BFA,1996,Burkina Faso,Sub-Saharan Africa,0.005061430339004,725.657,1
BDI,1996,Burundi,Sub-Saharan Africa,0.0089125681827353,390.761,4
KHM,1996,Cambodia,East Asia,0.20157331559567,677.452,4
CMR,1996,Cameroon,Sub-Saharan Africa,0.024446549331146,1484.961,3
CAN,1996,Canada,North America,11.822265578526,24183.69,12
CAF,1996,Central African Republic,Sub-Saharan Africa,0.031967296053278,551.921,2
CHL,1996,Chile,South America,2.1788771124466,8440.893,8
CHN,1996,China,East Asia,0.54916387288127,1681.946,10
COL,1996,Colombia,South America,1.4041660189981,5667.993,3
COD,1996,Congo,Sub-Saharan Africa,0.015895780551155,428.818,2
COG,1996,Congo,Sub-Saharan Africa,0.035745281980231,2816.249,1
HRV,1996,Croatia,Eastern Europe,1.3972718097406,9133.987,7
CYP,1996,Cyprus,Wester Europe,8.1055052070092,16691.157,9
CZE,1996,Czech Republic,Eastern Europe,1.9395665475677,13790.649,6
DNK,1996,Denmark,Wester Europe,25.053066355255,24187.1,15
DJI,1996,Djibouti,Middle East and North Africa,0.01627481354242,1840.195,1
DMA,1996,Dominica,Caribbean,0.64796334298485,7115.015,1
DOM,1996,Dominican Republic,Caribbean,1.016767731263,4159.492,7
ECU,1996,Ecuador,South America,0.51724685435018,5249.059,3
EGY,1996,Egypt,Middle East and North Africa,0.011674495977519,3136.917,10
SLV,1996,El Salvador,Central America,0.40074051750118,4059.129,4
GNQ,1996,Equatorial Guinea,Sub-Saharan Africa,0.013365791024762,1479.524,1
EST,1996,Estonia,Former Soviet Republics,4.9202773478926,7010.187,6
FJI,1996,Fiji,Australia and Oceania,0.47154962677484,3031.36,3
FIN,1996,Finland,Wester Europe,29.301538171615,19003.413,17
FRA,1996,France,Wester Europe,4.2302639856844,21956.084,11
GAB,1996,Gabon,Sub-Saharan Africa,0.60811203569975,14411.631,5
GMB,1996,Gambia,Sub-Saharan Africa,0.28249979469492,1239.278,5
GEO,1996,Georgia,Former Soviet Republics,0.046091288405817,1664.469,2
DEU,1996,Germany,Wester Europe,6.6099900790189,22576.291,12
GHA,1996,Ghana,Sub-Saharan Africa,0.074354288106616,1242.572,5
GRC,1996,Greece,Wester Europe,4.9449879386911,15512.712,4
GRD,1996,Grenada,Caribbean,0.56549863089805,6716.897,7
GTM,1996,Guatemala,Central America,0.42508666252293,3547.356,7
GIN,1996,Guinea,Sub-Saharan Africa,0.011736000279687,748.859,4
GUY,1996,Guyana,South America,0.16418900891409,3761.826,5
HND,1996,Honduras,Central America,0.040376410881259,2790.223,1
HKG,1996,Hong Kong,East Asia,21.701708729838,23841.437,13
HUN,1996,Hungary,Wester Europe,4.5777036899137,9684.815,7
ISL,1996,Iceland,Wester Europe,17.327548228744,22099.393,11
IND,1996,India,South Asia,0.033379055944157,1262.99,2
IDN,1996,Indonesia,East Asia,0.28539981253072,2499.906,13
IRN,1996,Iran,Middle East and North Africa,0.098604494899556,5776.664,3
IRL,1996,Ireland,Wester Europe,7.9319337840189,19667.497,12
ISR,1996,Israel,Middle East and North Africa,19.094790054863,18931.942,7
ITA,1996,Italy,Wester Europe,11.279071864812,21346.38,12
CIV,1996,Cote d'Ivoire,Sub-Saharan Africa,0.092595940062017,1545.578,1
JAM,1996,Jamaica,Caribbean,2.1990830177987,6722.599,6
JPN,1996,Japan,East Asia,21.557115745701,23927.463,16
JOR,1996,Jordan,Middle East and North Africa,0.53464659844322,2926.427,7
KAZ,1996,Kazakhstan,Former Soviet Republics,0.063930024875161,3867.523,3
KEN,1996,Kenya,Sub-Saharan Africa,0.010024263613019,1142.986,5
KWT,1996,Kuwait,Middle East and North Africa,9.5293216690932,35708.171,11
LAO,1996,Lao People's Democratic Republic,East Asia,0.077221493247704,971.857,5
LVA,1996,Latvia,Former Soviet Republics,1.15933539573,5480.663,5
LBN,1996,Lebanon,Middle East and North Africa,6.447444858065,7653.141,2
LSO,1996,Lesotho,Sub-Saharan Africa,0.068991079267579,878.391,1
LUX,1996,Luxembourg,Wester Europe,10.869460198452,41360.881,12
MKD,1996,Macedonia,Eastern Europe,0.053564006202894,5308.162,1
MDG,1996,Madagascar,Sub-Saharan Africa,0.016977589065724,703.921,3
MWI,1996,Malawi,Sub-Saharan Africa,0.036441300205893,517.626,2
MYS,1996,Malaysia,East Asia,7.1511386896726,8237.866,11
MDV,1996,Maldives,South Asia,0.0078752559458182,2996.606,1
MLI,1996,Mali,Sub-Saharan Africa,0.012871175366023,602.31,1
MUS,1996,Mauritius,Sub-Saharan Africa,1.8117289960085,6420.618,7
MEX,1996,Mexico,North America,1.0513208675423,9052.774,9
MDA,1996,Moldova,Former Soviet Republics,0.021357189003926,1243.414,2
MNG,1996,Mongolia,East Asia,0.038850072390635,1804.066,1
MAR,1996,Morocco,Middle East and North Africa,0.15765966703565,2469.762,10
NAM,1996,Namibia,Sub-Saharan Africa,0.38960681026137,3649.565,2
NLD,1996,Netherlands,Wester Europe,6.5476059284705,24293.032,12
NZL,1996,New Zealand,Australia and Oceania,13.256784013954,17233.468,10
NIC,1996,Nicaragua,Central America,0.10775033360348,2398.524,4
NGA,1996,Nigeria,Sub-Saharan Africa,0.012593754882891,1058.405,4
NOR,1996,Norway,Wester Europe,28.766362936272,32995.194,16
OMN,1996,Oman,Middle East and North Africa,0.66408999747646,13839.596,12
PAK,1996,Pakistan,South Asia,0.052041763809941,1725.989,7
PAN,1996,Panama,Central America,0.24870981782006,5625.798,1
PNG,1996,Papua New Guinea,Australia and Oceania,0.047203985049248,1798.342,1
PRY,1996,Paraguay,South America,0.66901466518422,4119.84,5
PER,1996,Peru,South America,0.82480556398602,4589.561,7
PHL,1996,Philippines,East Asia,1.347232983349,2234.534,6
POL,1996,Poland,Eastern Europe,0.56485931305087,7870.992,5
PRT,1996,Portugal,Wester Europe,6.5444769835238,14738.749,8
QAT,1996,Qatar,Middle East and North Africa,5.6143116945964,38167.082,7
ROU,1996,Romania,Eastern Europe,0.075329950723134,6204.903,4
RUS,1996,Russian Federation,Former Soviet Republics,0.1502959597452,6319.609,6
KNA,1996,Saint Kitts and Nevis,Caribbean,0.69138761494319,11978.722,1
LCA,1996,Saint Lucia,Caribbean,0.93945860342768,7480.448,3
VCT,1996,Saint Vincent and the Grenadines,Caribbean,0.25907215159422,5561.958,5
SAU,1996,Saudi Arabia,Middle East and North Africa,1.0152840339804,16788.27,7
SEN,1996,Senegal,Sub-Saharan Africa,0.015793656989957,1156.859,3
SYC,1996,Seychelles,Sub-Saharan Africa,1.3653440850362,11510.348,2
SGP,1996,Singapore,East Asia,12.07282179556,27783.587,9
SVK,1996,Slovakia (Slovak Republic),Eastern Europe,0.53259669042209,9588.775,6
SVN,1996,Slovenia,Eastern Europe,2.0709058460308,13817.274,6
SLB,1996,Solomon Islands,Australia and Oceania,0.091985271438437,2490.298,3
ZAF,1996,South Africa,Sub-Saharan Africa,2.2595928370196,6153.277,8
KOR,1996,Korea,East Asia,7.0781487735446,13319.39,11
ESP,1996,Spain,Wester Europe,7.5863394389002,17935.165,11
LKA,1996,Sri Lanka,South Asia,0.38670401101493,2312.971,7
SDN,1996,Sudan,Sub-Saharan Africa,0.0071130408000464,433.991,1
SWE,1996,Sweden,Wester Europe,28.160037606984,21393.699,16
CHE,1996,Switzerland,Wester Europe,9.3873576714257,27746.092,10
TJK,1996,Tajikistan,Former Soviet Republics,0.0017405151310488,750.969,1
TZA,1996,Tanzania,Sub-Saharan Africa,0.029360213402427,691.026,3
THA,1996,Thailand,East Asia,3.0612093677743,5011.808,11
BHS,1996,Bahamas,Caribbean,1.7442311353013,19316.712,7
TON,1996,Tonga,Australia and Oceania,0.31394236766602,4977.261,2
TUN,1996,Tunisia,Middle East and North Africa,0.07129837745734,4256.873,10
TUR,1996,Turkey,Wester Europe,1.3565024567775,7194.703,11
ARE,1996,United Arab Emirates,Middle East and North Africa,7.8449577264136,36796.346,15
UGA,1996,Uganda,Sub-Saharan Africa,0.018684871835559,647.878,2
GBR,1996,United Kingdom of Great Britain & Northern Ireland,Wester Europe,12.463454232261,21030.3,12
UKR,1996,Ukraine,Former Soviet Republics,0.059086146478929,2972.865,4
URY,1996,Uruguay,South America,2.4202907699106,7515.226,5
USA,1996,United States of America,North America,16.348935820428,30047.221,13
UZB,1996,Uzbekistan,Former Soviet Republics,0.040732496205582,1206.13,4
VUT,1996,Vanuatu,Australia and Oceania,0.08963807173374,3355.618,3
VEN,1996,Venezuela,South America,2.5854197438066,8392.469,9
VNM,1996,Vietnam,East Asia,0.09173663520965,1108.78,5
YEM,1996,Yemen,Middle East and North Africa,0.056551791427236,1751.268,5
DZA,1995,Algeria,Middle East and North Africa,0.016001794002026,3766.908,6
AGO,1995,Angola,Sub-Saharan Africa,0.016472597330415,1785.896,3
ARG,1995,Argentina,South America,1.1638189210927,8013.625,7
AUS,1995,Australia,Australia and Oceania,12.370177961728,21926.571,9
AUT,1995,Austria,Wester Europe,4.8029697301516,22926.904,11
AZE,1995,Azerbaijan,Former Soviet Republics,0.077212067834405,1676.258,2
BHR,1995,Bahrain,Middle East and North Africa,4.8959608323133,19834.984,10
BGD,1995,Bangladesh,South Asia,0.0020855999459746,699.003,4
BRB,1995,Barbados,Caribbean,1.7532726616381,13777.16,5
BLR,1995,Belarus,Former Soviet Republics,0.057875714920147,3399.976,3
BEL,1995,Belgium,Wester Europe,2.3150953649086,21987.083,10
BLZ,1995,Belize,Central America,0.74748021375905,4625.127,3
BEN,1995,Benin,Sub-Saharan Africa,0.01754193106255,911.25,1
BOL,1995,Bolivia,South America,0.094677894774341,2766.641,5
BRA,1995,Brazil,South America,0.79407407520881,6486.595,6
BRN,1995,Brunei Darussalam,East Asia,12.162927156673,42275.593,6
BGR,1995,Bulgaria,Eastern Europe,0.25034032882178,5843.982,3
BDI,1995,Burundi,Sub-Saharan Africa,0.0090822382177686,424.805,3
KHM,1995,Cambodia,East Asia,0.12623964420834,648.681,3
CMR,1995,Cameroon,Sub-Saharan Africa,0.020101115791401,1427.786,2
CAN,1995,Canada,North America,8.8403786611451,23602.794,11
CAF,1995,Central African Republic,Sub-Saharan Africa,0.0013432263992832,606.639,1
CHL,1995,Chile,South America,1.3664306965123,7829.091,7
CHN,1995,China,East Asia,0.29324507765693,1517.235,9
COL,1995,Colombia,South America,0.75078139749677,5543.053,2
COD,1995,Congo,Sub-Saharan Africa,0.019288648705122,436.676,1
HRV,1995,Croatia,Eastern Europe,0.71826483862494,8553.973,6
CYP,1995,Cyprus,Wester Europe,5.1968168868199,16373.435,8
CZE,1995,Czech Republic,Eastern Europe,0.47295623665337,12940.495,5
DNK,1995,Denmark,Wester Europe,15.711958885337,23255.153,14
DOM,1995,Dominican Republic,Caribbean,0.70167007480353,3881.622,6
ECU,1995,Ecuador,South America,0.4805669948214,5154.846,2
EGY,1995,Egypt,Middle East and North Africa,0.011871652739334,3004.489,9
SLV,1995,El Salvador,Central America,0.23442883653882,3946.574,3
EST,1995,Estonia,Former Soviet Republics,2.1249396403261,6411.015,5
FJI,1995,Fiji,Australia and Oceania,0.28365612110569,2875.464,2
FIN,1995,Finland,Wester Europe,20.342407935827,18071.466,16
FRA,1995,France,Wester Europe,2.2453359703513,21402.497,10
GAB,1995,Gabon,Sub-Saharan Africa,0.36787461361669,13999.629,4
GMB,1995,Gambia,Sub-Saharan Africa,0.13530428451057,1180.987,4
GEO,1995,Georgia,Former Soviet Republics,0.0029602480135256,1442.37,1
DEU,1995,Germany,Wester Europe,4.4799758309814,22044.497,11
GHA,1995,Ghana,Sub-Saharan Africa,0.036990796331897,1197.131,4
GRC,1995,Greece,Wester Europe,2.5581417358575,15004.401,3
GRD,1995,Grenada,Caribbean,0.39899055389864,6342.748,6
GTM,1995,Guatemala,Central America,0.30047493650002,3479.907,6
GIN,1995,Guinea,Sub-Saharan Africa,0.012121717869441,719.761,3
GUY,1995,Guyana,South America,0.17070986738741,3440.895,4
HKG,1995,Hong Kong,East Asia,12.993299045748,23176.47,12
HUN,1995,Hungary,Wester Europe,2.5598932920556,9481.231,6
ISL,1995,Iceland,Wester Europe,11.545996306238,20788.19,10
IND,1995,India,South Asia,0.0079503474054534,1175.515,1
IDN,1995,Indonesia,East Asia,0.10851590661657,2303.367,12
IRN,1995,Iran,Middle East and North Africa,0.026611057555423,5165.513,2
IRL,1995,Ireland,Wester Europe,4.3755701395585,17727.99,11
ISR,1995,Israel,Middle East and North Africa,8.3549809044977,18146.291,6
ITA,1995,Italy,Wester Europe,6.8864344456116,20728.68,11
JAM,1995,Jamaica,Caribbean,1.8337479829503,6674.549,5
JPN,1995,Japan,East Asia,9.4083406985084,22954.665,15
JOR,1995,Jordan,Middle East and North Africa,0.27019594911462,2894.121,6
KAZ,1995,Kazakhstan,Former Soviet Republics,0.029582693661175,3732.237,2
KEN,1995,Kenya,Sub-Saharan Africa,0.0083097180311036,1104.004,4
KWT,1995,Kuwait,Middle East and North Africa,7.4148726170669,37600.452,10
LAO,1995,Lao People's Democratic Republic,East Asia,0.032095183595295,913.994,4
LVA,1995,Latvia,Former Soviet Republics,0.60301737789732,5112.144,4
LBN,1995,Lebanon,Middle East and North Africa,3.9559491871513,7313.717,1
LUX,1995,Luxembourg,Wester Europe,6.575491483565,40501.919,11
MDG,1995,Madagascar,Sub-Saharan Africa,0.0099015730324413,697.31,2
MWI,1995,Malawi,Sub-Saharan Africa,0.003833776676487,471.361,1
MYS,1995,Malaysia,East Asia,4.8494468664353,7546.898,10
MUS,1995,Mauritius,Sub-Saharan Africa,1.0320130718724,6362.41,6
MEX,1995,Mexico,North America,0.72176737060247,8528.535,8
MDA,1995,Moldova,Former Soviet Republics,0.00032267358110055,1293.287,1
MAR,1995,Morocco,Middle East and North Africa,0.10997986702465,2199.275,9
NAM,1995,Namibia,Sub-Saharan Africa,0.21158084745988,3611.193,1
NLD,1995,Netherlands,Wester Europe,3.4949697399814,23177.582,11
NZL,1995,New Zealand,Australia and Oceania,9.9318106371052,16508.291,9
NIC,1995,Nicaragua,Central America,0.094888118282352,2276.098,3
NGA,1995,Nigeria,Sub-Saharan Africa,0.011989873869017,1017.248,3
NOR,1995,Norway,Wester Europe,22.511662968652,30987.187,15
OMN,1995,Oman,Middle East and North Africa,0.36074977889963,13533.181,11
PAK,1995,Pakistan,South Asia,0.032167300619687,1629.098,6
PRY,1995,Paraguay,South America,0.3291867232395,4070.807,4
PER,1995,Peru,South America,0.3072066426779,4464.588,6
PHL,1995,Philippines,East Asia,0.70950518025325,2121.768,5
POL,1995,Poland,Eastern Europe,0.19535432821059,7281.376,4
PRT,1995,Portugal,Wester Europe,3.3756872672279,14004.783,7
QAT,1995,Qatar,Middle East and North Africa,3.6852943406618,36723.461,6
ROU,1995,Romania,Eastern Europe,0.039980681588614,5829.63,3
RUS,1995,Russian Federation,Former Soviet Republics,0.059572490564352,6438.614,5
LCA,1995,Saint Lucia,Caribbean,0.67996219410201,7303.833,2
VCT,1995,Saint Vincent and the Grenadines,Caribbean,0.19884944784595,5397.73,4
SAU,1995,Saudi Arabia,Middle East and North Africa,0.086567889791419,16339.179,6
SEN,1995,Senegal,Sub-Saharan Africa,0.0014004431828722,1142.707,2
SYC,1995,Seychelles,Sub-Saharan Africa,0.066283987114393,10428.458,1
SGP,1995,Singapore,East Asia,8.7864378747157,26403.683,8
SVK,1995,Slovakia (Slovak Republic),Eastern Europe,0.2293768511727,8823.966,5
SVN,1995,Slovenia,Eastern Europe,1.3706367152514,13076.256,5
SLB,1995,Solomon Islands,Australia and Oceania,0.064533506919114,2470.248,2
ZAF,1995,South Africa,Sub-Saharan Africa,1.2921956215099,5907.891,7
KOR,1995,Korea,East Asia,3.6756617036699,12320.511,10
ESP,1995,Spain,Wester Europe,2.3971115789098,17237.066,10
LKA,1995,Sri Lanka,South Asia,0.2813113309382,2180.239,6
SWE,1995,Sweden,Wester Europe,22.74910725615,20693.232,15
CHE,1995,Switzerland,Wester Europe,6.372585485451,27283.411,9
TZA,1995,Tanzania,Sub-Saharan Africa,0.011688589785669,667.571,2
THA,1995,Thailand,East Asia,2.1757293949788,4698.951,10
BHS,1995,Bahamas,Caribbean,1.4640242813783,18423.052,6
TON,1995,Tonga,Australia and Oceania,0.31280302793331,4889.881,1
TUN,1995,Tunisia,Middle East and North Africa,0.035457246520486,3959.123,9
TUR,1995,Turkey,Wester Europe,0.74694578068675,6727.246,10
ARE,1995,United Arab Emirates,Middle East and North Africa,5.4966425933542,34760.098,14
UGA,1995,Uganda,Sub-Saharan Africa,0.0084230417006618,601.636,1
GBR,1995,United Kingdom of Great Britain & Northern Ireland,Wester Europe,9.8897602143276,20004.374,11
UKR,1995,Ukraine,Former Soviet Republics,0.027385618974259,3211.702,3
URY,1995,Uruguay,South America,1.2375701025592,7033.999,4
USA,1995,United States of America,North America,12.685937767983,28762.676,12
UZB,1995,Uzbekistan,Former Soviet Republics,0.016278816198901,1187.331,3
VUT,1995,Vanuatu,Australia and Oceania,0.071922775149195,3304.211,2
VEN,1995,Venezuela,South America,1.8325467103132,8436.013,8
VNM,1995,Vietnam,East Asia,0.031753292644169,1011.95,4
YEM,1995,Yemen,Middle East and North Africa,0.054933343880535,1705.996,4
DZA,1994,Algeria,Middle East and North Africa,0.0046882473741902,3626.079,5
AGO,1994,Angola,Sub-Saharan Africa,0.015532086361125,1563.805,2
ARG,1994,Argentina,South America,0.70106862215363,8155.484,6
AUS,1994,Australia,Australia and Oceania,6.8078108133928,21121.299,8
AUT,1994,Austria,Wester Europe,3.5045491907826,21908.225,10
AZE,1994,Azerbaijan,Former Soviet Republics,0.0065145493339004,1909.809,1
BHR,1994,Bahrain,Middle East and North Africa,3.2077498770872,19743.875,9
BGD,1994,Bangladesh,South Asia,0.00094061921985655,667.463,3
BRB,1994,Barbados,Caribbean,1.1305398165683,13232.924,4
BLR,1994,Belarus,Former Soviet Republics,0.016869419343627,3726.985,2
BEL,1994,Belgium,Wester Europe,1.2643209863502,21098.369,9
BLZ,1994,Belize,Central America,0.41117283096448,4618.314,2
BOL,1994,Bolivia,South America,0.054342488711808,2662.965,4
BRA,1994,Brazil,South America,0.36003169207682,6180.303,5
BRN,1994,Brunei Darussalam,East Asia,5.4365452204475,40597.714,5
BGR,1994,Bulgaria,Eastern Europe,0.076923340920342,5762.121,2
BDI,1994,Burundi,Sub-Saharan Africa,0.006184100677159,460.378,2
KHM,1994,Cambodia,East Asia,0.094263809224559,615.111,2
CMR,1994,Cameroon,Sub-Saharan Africa,0.011810778339151,1391.773,1
CAN,1994,Canada,North America,6.4356647042348,22739.487,10
CHL,1994,Chile,South America,0.81445428796022,7060.427,6
CHN,1994,China,East Asia,0.127903776162,1354.054,8
COL,1994,Colombia,South America,0.24169274969641,5249.036,1
HRV,1994,Croatia,Eastern Europe,0.45815323051532,7733.777,5
CYP,1994,Cyprus,Wester Europe,2.739958383403,14736.893,7
DNK,1994,Denmark,Wester Europe,9.6602674829257,22183.475,13
DOM,1994,Dominican Republic,Caribbean,0.26792236607998,3668.838,5
ECU,1994,Ecuador,South America,0.17082821164713,5032.862,1
EGY,1994,Egypt,Middle East and North Africa,0.012077254911233,2875.066,8
SLV,1994,El Salvador,Central America,0.08573829424826,3658.571,2
EST,1994,Estonia,Former Soviet Republics,0.9435351674751,6027.278,4
FJI,1994,Fiji,Australia and Oceania,0.14366615120993,2719.52,1
FIN,1994,Finland,Wester Europe,13.28153215011,17087.542,15
FRA,1994,France,Wester Europe,1.5278852555751,20611.347,9
GAB,1994,Gabon,Sub-Saharan Africa,0.24448071292508,13390.3,3
GMB,1994,Gambia,Sub-Saharan Africa,0.078334523143414,1234.869,3
DEU,1994,Germany,Wester Europe,3.0096519980663,21289.755,10
GHA,1994,Ghana,Sub-Saharan Africa,0.020417058819857,1155.821,3
GRC,1994,Greece,Wester Europe,1.4471535010852,14530.728,2
GRD,1994,Grenada,Caribbean,0.35210204923393,6099.968,5
GTM,1994,Guatemala,Central America,0.10723219778447,3352.959,5
GIN,1994,Guinea,Sub-Saharan Africa,0.010806418320446,696.701,2
GUY,1994,Guyana,South America,0.17235227095816,3249.226,3
HKG,1994,Hong Kong,East Asia,8.0209627047891,22740.372,11
HUN,1994,Hungary,Wester Europe,1.3801578089811,9045.624,5
ISL,1994,Iceland,Wester Europe,8.2462279499753,20486.41,9
IDN,1994,Indonesia,East Asia,0.040831946621137,2119.482,11
IRN,1994,Iran,Middle East and North Africa,0.015643955808886,5105.082,1
IRL,1994,Ireland,Wester Europe,2.4535190572911,15913.599,10
ISR,1994,Israel,Middle East and North Africa,2.5838024392799,16736.936,5
ITA,1994,Italy,Wester Europe,3.9322903834241,19736.107,10
JAM,1994,Jamaica,Caribbean,1.0702088313341,6432.101,4
JPN,1994,Japan,East Asia,3.4902909401612,22112.26,14
JOR,1994,Jordan,Middle East and North Africa,0.034293552812071,2750.103,5
KAZ,1994,Kazakhstan,Former Soviet Republics,0.0025395533852532,3951.21,1
KEN,1994,Kenya,Sub-Saharan Africa,0.0074691605305386,1061.164,3
KWT,1994,Kuwait,Middle East and North Africa,5.1705470298562,38172.359,9
LAO,1994,Lao People's Democratic Republic,East Asia,0.013360464696201,857.571,3
