ISO,year,country.name,region,Subscriptors.per100,GPDperCapita,years.with.network
BEL,2007,Belgium,Wester Europe,100.56248992092,35648.028,22
BLZ,2007,Belize,Central America,41.340200422088,7621.066,15
BEN,2007,Benin,Sub-Saharan Africa,23.56334603887,1380.87,13
BTN,2007,Bhutan,South Asia,21.99686471926,3995.199,5
BOL,2007,Bolivia,South America,33.632251311844,4075.584,17
BIH,2007,Bosnia and Herzegovina,Eastern Europe,64.84262909516,7160.46,12
BWA,2007,Botswana,Sub-Saharan Africa,60.138305032355,13502.948,10
BRA,2007,Brazil,South America,63.674751854998,9855.055,18
BRN,2007,Brunei Darussalam,East Asia,95.988359899329,52526.159,18
BGR,2007,Bulgaria,Eastern Europe,129.54332974315,12048.101,15
BFA,2007,Burkina Faso,Sub-Saharan Africa,13.052533969789,1186.392,12
BDI,2007,Burundi,Sub-Saharan Africa,3.2419534714838,521.607,15
KHM,2007,Cambodia,East Asia,18.897915318353,1816.593,15
CMR,2007,Cameroon,Sub-Saharan Africa,23.751581082431,2076.461,14
CAN,2007,Canada,North America,61.473107554201,39196.015,23
CPV,2007,Cape Verde,Sub-Saharan Africa,31.467419730295,3634.132,11
CAF,2007,Central African Republic,Sub-Saharan Africa,8.2787564431248,755.238,13
TCD,2007,Chad,Sub-Saharan Africa,8.8543217842082,1952.784,8
CHL,2007,Chile,South America,83.7200337011,14669.442,19
CHN,2007,China,East Asia,41.016874313734,5525.772,21
COL,2007,Colombia,South America,76.274934890903,8648.625,14
COM,2007,Comoros,Sub-Saharan Africa,9.8151519749153,1164.856,5
COD,2007,Congo,Sub-Saharan Africa,10.847069403062,485.985,13
COG,2007,Congo,Sub-Saharan Africa,34.255909640641,3725.938,12
CRI,2007,Costa Rica,Central America,33.792127039948,10671.153,16
HRV,2007,Croatia,Eastern Europe,115.22530763821,18330.406,18
CYP,2007,Cyprus,Wester Europe,92.965539297993,27604.047,20
CZE,2007,Czech Republic,Eastern Europe,127.96391914629,25275.475,17
DNK,2007,Denmark,Wester Europe,115.33827135212,37016.523,26
DJI,2007,Djibouti,Middle East and North Africa,8.7066321100803,2237.433,12
DMA,2007,Dominica,Caribbean,125.71509287379,12080.454,12
DOM,2007,Dominican Republic,Caribbean,57.335937593441,7595.346,18
ECU,2007,Ecuador,South America,69.664286745035,7809.165,14
EGY,2007,Egypt,Middle East and North Africa,39.112370877996,5483.211,21
SLV,2007,El Salvador,Central America,100.23565430531,6738.296,15
GNQ,2007,Equatorial Guinea,Sub-Saharan Africa,23.451497612637,24052.65,12
ERI,2007,Eritrea,Sub-Saharan Africa,1.6190113872848,694.705,4
EST,2007,Estonia,Former Soviet Republics,128.07861778427,20888.918,17
ETH,2007,Ethiopia,Sub-Saharan Africa,1.5023462995875,794.521,9
FJI,2007,Fiji,Australia and Oceania,63.44901555198,4413.944,14
FIN,2007,Finland,Wester Europe,114.88473452084,35145.422,28
FRA,2007,France,Wester Europe,88.984599911684,33421.268,22
GAB,2007,Gabon,Sub-Saharan Africa,82.11362868484,15377.182,16
GMB,2007,Gambia,Sub-Saharan Africa,52.33214725194,1643.832,16
GEO,2007,Georgia,Former Soviet Republics,58.736303051212,4658.721,13
DEU,2007,Germany,Wester Europe,115.14036084321,34447.808,23
GHA,2007,Ghana,Sub-Saharan Africa,33.7572942927,2307.199,16
GRC,2007,Greece,Wester Europe,111.09642063656,28516.165,15
GRD,2007,Grenada,Caribbean,49.602262854054,13581.818,18
GTM,2007,Guatemala,Central America,89.334919966172,4713.836,18
GIN,2007,Guinea,Sub-Saharan Africa,19.906505117415,1007.521,15
GNB,2007,Guinea-Bissau,Sub-Saharan Africa,20.799387160851,1088.942,5
GUY,2007,Guyana,South America,69.933684403179,6171.699,16
HTI,2007,Haiti,Caribbean,26.27785531497,1170.886,10
HND,2007,Honduras,Central America,58.297294842498,4272.773,12
HKG,2007,Hong Kong,East Asia,155.03983706401,43143.717,24
HUN,2007,Hungary,Wester Europe,109.63288554195,18732.198,18
ISL,2007,Iceland,Wester Europe,106.66522744594,40331.625,22
IND,2007,India,South Asia,19.899969831383,2789.075,13
IDN,2007,Indonesia,East Asia,40.431980633841,3675.484,24
IRN,2007,Iran,Middle East and North Africa,41.673958792868,11484.847,14
IRQ,2007,Iraq,Middle East and North Africa,48.785402407672,5261.024,6
IRL,2007,Ireland,Wester Europe,115.83360869936,42651.897,23
ISR,2007,Israel,Middle East and North Africa,128.45472800556,28991.144,18
ITA,2007,Italy,Wester Europe,150.96282699458,31001.092,23
CIV,2007,Cote d'Ivoire,Sub-Saharan Africa,41.60500652374,1612.639,12
JAM,2007,Jamaica,Caribbean,99.087832525299,8865.781,17
JPN,2007,Japan,East Asia,84.842578085658,33418.143,27
JOR,2007,Jordan,Middle East and North Africa,84.193894848171,5074.851,18
KAZ,2007,Kazakhstan,Former Soviet Republics,80.037931819503,10797.825,14
KEN,2007,Kenya,Sub-Saharan Africa,30.277010853817,1528.995,16
KIR,2007,Kiribati,Australia and Oceania,0.78911650516082,5955.15,10
KWT,2007,Kuwait,Middle East and North Africa,55.829341036118,39208.92,22
KGZ,2007,Kyrgyz Republic,Former Soviet Republics,42.232247180091,1989.438,10
LAO,2007,Lao People's Democratic Republic,East Asia,24.925190322328,1997.033,16
LVA,2007,Latvia,Former Soviet Republics,102.30029481021,17662.653,16
LBN,2007,Lebanon,Middle East and North Africa,30.436157381988,10764.695,13
LSO,2007,Lesotho,Sub-Saharan Africa,22.907202221327,1541.842,12
LBR,2007,Liberia,Sub-Saharan Africa,15.983901400621,530.935,8
LBY,2007,Libyan Arab Jamahiriya,Middle East and North Africa,77.826287575396,14788.769,11
LTU,2007,Lithuania,Former Soviet Republics,145.36888107077,18905.508,16
LUX,2007,Luxembourg,Wester Europe,143.71375662931,80784.976,23
MKD,2007,Macedonia,Eastern Europe,85.586944701472,8928.703,12
MDG,2007,Madagascar,Sub-Saharan Africa,11.683700298903,952.153,14
MWI,2007,Malawi,Sub-Saharan Africa,7.6627573565175,677.083,13
MYS,2007,Malaysia,East Asia,87.070774961224,13737.675,22
MDV,2007,Maldives,South Asia,103.29446957393,7166.717,12
MLI,2007,Mali,Sub-Saharan Africa,19.888140696228,998.522,12
MLT,2007,Malta,Middle East and North Africa,89.31722118815,23863.589,17
MRT,2007,Mauritania,Sub-Saharan Africa,44.01218051516,1851.041,8
MUS,2007,Mauritius,Sub-Saharan Africa,72.795986359895,12070.738,18
MEX,2007,Mexico,North America,58.62729508976,13919.813,20
MDA,2007,Moldova,Former Soviet Republics,51.281750981877,2707.874,13
MNG,2007,Mongolia,East Asia,46.032820719919,3530.289,12
MNE,2007,Montenegro,Eastern Europe,145.67821301392,10246.576,4
MAR,2007,Morocco,Middle East and North Africa,65.31204171143,4107.331,21
MOZ,2007,Mozambique,Sub-Saharan Africa,13.890789234638,773.783,11
MMR,2007,Myanmar,East Asia,0.48720454810023,1276.75,15
NAM,2007,Namibia,Sub-Saharan Africa,38.461575431345,6373.669,13
NPL,2007,Nepal,South Asia,12.596887201098,1134.132,9
NLD,2007,Netherlands,Wester Europe,117.28050559605,39664.731,23
NZL,2007,New Zealand,Australia and Oceania,100.4364318665,27587.264,21
NIC,2007,Nicaragua,Central America,44.975496319505,3732.891,15
NER,2007,Niger,Sub-Saharan Africa,6.4536197707932,660.151,11
NGA,2007,Nigeria,Sub-Saharan Africa,27.445028514101,2044.435,15
NOR,2007,Norway,Wester Europe,106.68430602522,52141.485,27
OMN,2007,Oman,Middle East and North Africa,97.610990529001,22369.602,23
PAK,2007,Pakistan,South Asia,38.22340854905,2740.052,18
PAN,2007,Panama,Central America,86.239062696038,10385.567,12
PNG,2007,Papua New Guinea,Australia and Oceania,4.6902063956592,1960.685,12
PRY,2007,Paraguay,South America,76.639062508928,5142.954,16
PER,2007,Peru,South America,54.423269784644,7753.172,18
PHL,2007,Philippines,East Asia,64.522600749533,3492.863,17
POL,2007,Poland,Eastern Europe,108.37662198576,16306.14,16
PRT,2007,Portugal,Wester Europe,127.67657373098,22588.385,19
QAT,2007,Qatar,Middle East and North Africa,109.69639700848,80761.67,18
ROU,2007,Romania,Eastern Europe,94.248590637068,11449.38,15
RUS,2007,Russian Federation,Former Soviet Republics,119.17658696312,14757.751,17
RWA,2007,Rwanda,Sub-Saharan Africa,6.5407030779264,1024.162,10
KNA,2007,Saint Kitts and Nevis,Caribbean,127.77843813146,16949.759,12
LCA,2007,Saint Lucia,Caribbean,87.0889195642,11770.944,14
VCT,2007,Saint Vincent and the Grenadines,Caribbean,101.32605804943,11315.102,16
WSM,2007,Samoa,Australia and Oceania,47.441208757868,5599.514,11
STP,2007,Sao Tome and Principe,Sub-Saharan Africa,19.127356841911,1837.81,6
SAU,2007,Saudi Arabia,Middle East and North Africa,111.35431311327,24258.686,18
SEN,2007,Senegal,Sub-Saharan Africa,30.498210243886,1744.082,14
SRB,2007,Serbia,Eastern Europe,105.08371621993,9678.574,4
SYC,2007,Seychelles,Sub-Saharan Africa,86.698678394328,22436.197,13
SLE,2007,Sierra Leone,Sub-Saharan Africa,14.165006628894,976.955,8
SGP,2007,Singapore,East Asia,125.19058804137,52986.422,20
SVK,2007,Slovakia (Slovak Republic),Eastern Europe,111.73065825762,20298.247,17
SVN,2007,Slovenia,Eastern Europe,95.458568546192,27894.267,17
SLB,2007,Solomon Islands,Australia and Oceania,2.1954117907712,2742.143,14
ZAF,2007,South Africa,Sub-Saharan Africa,86.604970896021,9784.11,19
KOR,2007,Korea,East Asia,93.26624777695,26397.644,22
ESP,2007,Spain,Wester Europe,108.41482482999,29840.414,22
LKA,2007,Sri Lanka,South Asia,39.323828218741,4257.689,18
SDN,2007,Sudan,Sub-Saharan Africa,20.355095596421,2019.048,12
SUR,2007,Suriname,South America,74.446597300723,9952.527,15
SWZ,2007,Swaziland,Sub-Saharan Africa,33.539069043704,5534.461,10
SWE,2007,Sweden,Wester Europe,110.45617199403,37199.058,27
CHE,2007,Switzerland,Wester Europe,108.515486115,41772.277,21
SYR,2007,Syrian Arab Republic,Middle East and North Africa,31.872245638711,4472.03,9
TJK,2007,Tajikistan,Former Soviet Republics,32.293041060646,1636.333,12
TZA,2007,Tanzania,Sub-Saharan Africa,20.093412942403,1230.484,14
THA,2007,Thailand,East Asia,78.13682459573,7910.283,22
BHS,2007,Bahamas,Caribbean,109.34076696614,31398.887,18
TLS,2007,Timor-Leste,Australia and Oceania,7.3734174231926,12394.69,5
TGO,2007,Togo,Sub-Saharan Africa,20.400318365341,893.971,11
TON,2007,Tonga,Australia and Oceania,45.499442564594,6693.04,13
TTO,2007,Trinidad and Tobago,Caribbean,115.24838936216,19285.908,17
TUN,2007,Tunisia,Middle East and North Africa,76.335126609754,8368.292,21
TUR,2007,Turkey,Wester Europe,89.178297334141,12600.067,22
TKM,2007,Turkmenistan,Former Soviet Republics,7.856143670254,5117.249,11
TUV,2007,Tuvalu,Australia and Oceania,18.435067595248,2963.269,4
ARE,2007,United Arab Emirates,Middle East and North Africa,133.36286408249,35214.751,26
UGA,2007,Uganda,Sub-Saharan Africa,13.652616554785,1164.0,13
GBR,2007,United Kingdom of Great Britain & Northern Ireland,Wester Europe,121.24948689244,36280.542,23
UKR,2007,Ukraine,Former Soviet Republics,119.35571370721,6921.115,15
URY,2007,Uruguay,South America,89.993332103197,11314.744,16
USA,2007,United States of America,North America,82.471958442443,47963.558,24
UZB,2007,Uzbekistan,Former Soviet Republics,21.474093954637,2363.346,15
VUT,2007,Vanuatu,Australia and Oceania,11.818128099418,4336.637,14
VEN,2007,Venezuela,South America,86.32538828903,12237.781,20
VNM,2007,Vietnam,East Asia,52.964827893255,2792.5,16
YEM,2007,Yemen,Middle East and North Africa,20.531426395474,2338.604,16
ZWE,2007,Zimbabwe,Sub-Saharan Africa,9.8199658768016,610.872,11
AFG,2006,Afghanistan,South Asia,9.8331640219947,630.34,5
ALB,2006,Albania,Eastern Europe,60.067342375847,6157.394,11
DZA,2006,Algeria,Middle East and North Africa,60.850910768977,6265.296,17
AGO,2006,Angola,Sub-Saharan Africa,17.839896243572,4028.157,14
ATG,2006,Antigua and Barbuda,Caribbean,132.00067092384,19037.085,11
ARG,2006,Argentina,South America,80.818826413851,12217.129,18
ARM,2006,Armenia,Former Soviet Republics,41.951359863812,4549.408,11
AUS,2006,Australia,Australia and Oceania,94.70140374223,35536.317,20
AUT,2006,Austria,Wester Europe,112.12467500335,36279.978,22
AZE,2006,Azerbaijan,Former Soviet Republics,38.355426412861,6220.2,13
BHR,2006,Bahrain,Middle East and North Africa,95.423738972881,35387.42,21
BGD,2006,Bangladesh,South Asia,13.205739221713,1316.085,15
BRB,2006,Barbados,Caribbean,86.249240696486,23222.037,16
BLR,2006,Belarus,Former Soviet Republics,61.951950025981,9828.663,14
BEL,2006,Belgium,Wester Europe,93.007415847645,33987.937,21
BLZ,2006,Belize,Central America,42.296180798251,7690.266,14
BEN,2006,Benin,Sub-Saharan Africa,12.50317545532,1325.856,12
BTN,2006,Bhutan,South Asia,12.332023174191,3528.512,4
BOL,2006,Bolivia,South America,30.21985532806,3875.878,16
BIH,2006,Bosnia and Herzegovina,Eastern Europe,49.921355790213,6576.425,11
BWA,2006,Botswana,Sub-Saharan Africa,43.412147194221,12272.618,9
BRA,2006,Brazil,South America,53.1102584874,9150.003,17
BRN,2006,Brunei Darussalam,East Asia,80.438327501955,51860.388,17
BGR,2006,Bulgaria,Eastern Europe,107.33330558995,10969.555,14
BFA,2006,Burkina Faso,Sub-Saharan Africa,7.3548408194118,1142.381,11
BDI,2006,Burundi,Sub-Saharan Africa,2.4867645067583,501.045,14
KHM,2006,Cambodia,East Asia,12.73797555528,1623.866,14
CMR,2006,Cameroon,Sub-Saharan Africa,16.849111406298,2021.984,13
CAN,2006,Canada,North America,57.493205356821,37797.957,22
CPV,2006,Cape Verde,Sub-Saharan Africa,22.587459019795,3253.295,10
CAF,2006,Central African Republic,Sub-Saharan Africa,2.7281055885987,716.352,12
TCD,2006,Chad,Sub-Saharan Africa,4.6220148636163,1888.082,7
CHL,2006,Chile,South America,75.438688650934,13719.663,18
CHN,2006,China,East Asia,34.766748869278,4739.551,20
COL,2006,Colombia,South America,67.887283175685,7975.691,13
COM,2006,Comoros,Sub-Saharan Africa,5.9814184641037,1152.899,4
COD,2006,Congo,Sub-Saharan Africa,7.4726492494341,458.897,12
COG,2006,Congo,Sub-Saharan Africa,25.160030307243,3794.902,11
CRI,2006,Costa Rica,Central America,32.86782699483,9769.946,15
HRV,2006,Croatia,Eastern Europe,100.37909368769,16988.522,17
CYP,2006,Cyprus,Wester Europe,82.779110075798,26211.46,19
CZE,2006,Czech Republic,Eastern Europe,120.74270071181,23356.268,16
DNK,2006,Denmark,Wester Europe,107.0831933891,35625.758,25
DJI,2006,Djibouti,Middle East and North Africa,5.6907296608189,2132.307,11
DMA,2006,Dominica,Caribbean,101.14584806903,11099.145,11
DOM,2006,Dominican Republic,Caribbean,48.586647345908,6944.053,17
ECU,2006,Ecuador,South America,60.505923519965,7577.687,13
EGY,2006,Egypt,Middle East and North Africa,23.82092696803,5148.803,20
SLV,2006,El Salvador,Central America,63.175423655976,6342.071,14
GNQ,2006,Equatorial Guinea,Sub-Saharan Africa,19.307597378672,21313.339,11
ERI,2006,Eritrea,Sub-Saharan Africa,1.2312920900665,690.388,3
EST,2006,Estonia,Former Soviet Republics,125.76456164374,18898.474,16
ETH,2006,Ethiopia,Sub-Saharan Africa,1.1070287589518,708.035,8
FJI,2006,Fiji,Australia and Oceania,34.376856749511,4375.529,13
FIN,2006,Finland,Wester Europe,107.63471851813,32647.545,27
FRA,2006,France,Wester Europe,83.534320240884,32034.77,21
GAB,2006,Gabon,Sub-Saharan Africa,64.270837508374,14439.645,15
GMB,2006,Gambia,Sub-Saharan Africa,27.277774629568,1589.261,15
GEO,2006,Georgia,Former Soviet Republics,38.323790741947,4033.778,12
DEU,2006,Germany,Wester Europe,102.28288882932,32419.025,22
GHA,2006,Ghana,Sub-Saharan Africa,23.725598840776,2165.134,15
GRC,2006,Greece,Wester Europe,99.342339670413,26906.572,14
GRD,2006,Grenada,Caribbean,44.734650397056,12506.581,17
GTM,2006,Guatemala,Central America,55.240772601081,4427.392,17
GNB,2006,Guinea-Bissau,Sub-Saharan Africa,11.274159937857,1049.011,4
GUY,2006,Guyana,South America,52.262509358256,5630.207,15
HTI,2006,Haiti,Caribbean,12.781401186668,1118.414,9
HND,2006,Honduras,Central America,31.840553111165,3998.277,11
HKG,2006,Hong Kong,East Asia,136.66024616134,39671.104,23
HUN,2006,Hungary,Wester Europe,98.895536248475,18207.84,17
ISL,2006,Iceland,Wester Europe,100.30297996744,38031.989,21
IND,2006,India,South Asia,14.351293790396,2509.468,12
IDN,2006,Indonesia,East Asia,28.019439266961,3414.839,23
IRN,2006,Iran,Middle East and North Africa,21.797724992146,10634.896,13
IRQ,2006,Iraq,Middle East and North Africa,33.300097508934,5201.957,5
IRL,2006,Ireland,Wester Europe,110.9716053367,40918.051,22
ISR,2006,Israel,Middle East and North Africa,124.33883961868,26994.511,17
ITA,2006,Italy,Wester Europe,136.12111295539,29781.276,22
CIV,2006,Cote d'Ivoire,Sub-Saharan Africa,23.017353740431,1592.822,11
JAM,2006,Jamaica,Caribbean,84.360839569579,8552.148,16
JPN,2006,Japan,East Asia,78.935805601985,31888.733,26
JOR,2006,Jordan,Middle East and North Africa,79.035623809284,4670.381,17
KAZ,2006,Kazakhstan,Former Soviet Republics,51.064748495309,9766.276,13
KEN,2006,Kenya,Sub-Saharan Africa,20.087921637939,1429.789,15
KIR,2006,Kiribati,Australia and Oceania,0.74839095943721,5503.852,9
KWT,2006,Kuwait,Middle East and North Africa,48.794202143172,38488.674,21
KGZ,2006,Kyrgyz Republic,Former Soviet Republics,24.829818050149,1799.622,9
LAO,2006,Lao People's Democratic Republic,East Asia,17.282419869172,1839.829,15
LVA,2006,Latvia,Former Soviet Republics,99.378208112557,15509.975,15
LBN,2006,Lebanon,Middle East and North Africa,27.119583374083,9726.283,12
LSO,2006,Lesotho,Sub-Saharan Africa,17.161473579531,1436.058,11
LBR,2006,Liberia,Sub-Saharan Africa,8.2722980532624,479.86,7
LBY,2006,Libyan Arab Jamahiriya,Middle East and North Africa,69.068482671602,13773.55,10
LTU,2006,Lithuania,Former Soviet Republics,138.85699822979,15968.927,15
LUX,2006,Luxembourg,Wester Europe,152.935700512,75050.213,22
MKD,2006,Macedonia,Eastern Europe,60.361084935961,8213.855,11
MDG,2006,Madagascar,Sub-Saharan Africa,5.6758852697175,896.524,13
MWI,2006,Malawi,Sub-Saharan Africa,4.6602394808655,619.43,12
MYS,2006,Malaysia,East Asia,73.930373943987,12715.47,21
MDV,2006,Maldives,South Asia,90.526319305054,6439.442,11
MLI,2006,Mali,Sub-Saharan Africa,12.274897377763,961.983,11
MLT,2006,Malta,Middle East and North Africa,84.355265590488,22370.846,16
MRT,2006,Mauritania,Sub-Saharan Africa,33.870156126646,1832.267,7
MUS,2006,Mauritius,Sub-Saharan Africa,60.977718199646,11213.977,17
MEX,2006,Mexico,North America,49.408753526036,13362.034,19
MDA,2006,Moldova,Former Soviet Republics,36.558984064705,2554.789,12
MNG,2006,Mongolia,East Asia,30.275491737436,3163.373,11
MNE,2006,Montenegro,Eastern Europe,104.34900316769,9019.484,3
MAR,2006,Morocco,Middle East and North Africa,52.655633900428,3938.5,20
MOZ,2006,Mozambique,Sub-Saharan Africa,10.836534248327,721.622,10
MMR,2006,Myanmar,East Asia,0.42418555063389,1132.889,14
NAM,2006,Namibia,Sub-Saharan Africa,29.657402026663,5998.314,12
NPL,2006,Nepal,South Asia,4.513927046155,1081.528,8
NLD,2006,Netherlands,Wester Europe,105.60534435335,37263.298,22
NZL,2006,New Zealand,Australia and Oceania,90.854762940201,26257.096,20
NIC,2006,Nicaragua,Central America,33.315937101975,3488.573,14
NER,2006,Niger,Sub-Saharan Africa,3.5883733138546,645.369,10
NGA,2006,Nigeria,Sub-Saharan Africa,22.553272527982,1912.975,14
NOR,2006,Norway,Wester Europe,104.28619590207,50008.19,26
OMN,2006,Oman,Middle East and North Africa,72.994836627025,20847.46,22
PAK,2006,Pakistan,South Asia,21.364526557574,2574.754,17
PAN,2006,Panama,Central America,63.422642320612,9186.392,11
PNG,2006,Papua New Guinea,Australia and Oceania,1.6013025635573,1824.199,11
PRY,2006,Paraguay,South America,53.748291084912,4840.111,15
PER,2006,Peru,South America,32.535769368201,7080.75,17
PHL,2006,Philippines,East Asia,49.067863746928,3255.237,16
POL,2006,Poland,Eastern Europe,96.267058733839,14862.901,15
PRT,2006,Portugal,Wester Europe,116.03668928254,21544.606,18
QAT,2006,Qatar,Middle East and North Africa,95.056955235727,79419.939,17
ROU,2006,Romania,Eastern Europe,73.673674596035,10479.036,14
RUS,2006,Russian Federation,Former Soviet Republics,104.84220567533,13208.654,16
RWA,2006,Rwanda,Sub-Saharan Africa,3.3279047633372,946.392,9
KNA,2006,Saint Kitts and Nevis,Caribbean,102.36236276418,16067.375,11
LCA,2006,Saint Lucia,Caribbean,63.232775655381,11372.371,13
VCT,2006,Saint Vincent and the Grenadines,Caribbean,80.466081463253,10747.161,15
WSM,2006,Samoa,Australia and Oceania,25.170662624609,5379.947,10
STP,2006,Sao Tome and Principe,Sub-Saharan Africa,11.888752661805,1789.497,5
SAU,2006,Saudi Arabia,Middle East and North Africa,79.437290428702,23052.812,17
SEN,2006,Senegal,Sub-Saharan Africa,25.750171049195,1664.047,13
SRB,2006,Serbia,Eastern Europe,81.928043352156,8910.591,3
SYC,2006,Seychelles,Sub-Saharan Africa,79.741525904092,19895.319,12
SGP,2006,Singapore,East Asia,103.77716278274,49376.921,19
SVK,2006,Slovakia (Slovak Republic),Eastern Europe,90.245700852913,17902.77,16
SVN,2006,Slovenia,Eastern Europe,90.569407417289,25493.821,16
SLB,2006,Solomon Islands,Australia and Oceania,1.4492753623188,2570.381,13
ZAF,2006,South Africa,Sub-Saharan Africa,82.063418043367,9149.888,18
KOR,2006,Korea,East Asia,84.998620576374,24580.226,21
ESP,2006,Spain,Wester Europe,103.7617236172,28645.88,21
LKA,2006,Sri Lanka,South Asia,26.877615758811,3914.12,17
SDN,2006,Sudan,Sub-Saharan Africa,11.895551306385,1859.989,11
SUR,2006,Suriname,South America,63.34300633826,9329.34,14
SWZ,2006,Swaziland,Sub-Saharan Africa,22.369282858687,4751.665,9
SWE,2006,Sweden,Wester Europe,105.69132434519,35342.914,26
CHE,2006,Switzerland,Wester Europe,99.38507119662,39447.924,20
SYR,2006,Syrian Arab Republic,Middle East and North Africa,24.860523159,4224.809,8
TJK,2006,Tajikistan,Former Soviet Republics,32.952039915189,1510.485,11
TZA,2006,Tanzania,Sub-Saharan Africa,14.049331061227,1149.061,13
THA,2006,Thailand,East Asia,59.642727820252,7387.379,21
BHS,2006,Bahamas,Caribbean,75.378550869728,30514.976,17
TLS,2006,Timor-Leste,Australia and Oceania,4.7276452667701,11053.092,4
TGO,2006,Togo,Sub-Saharan Africa,12.451975036252,872.896,10
TON,2006,Tonga,Australia and Oceania,29.582414553473,6634.161,12
TTO,2006,Trinidad and Tobago,Caribbean,116.51903599447,18024.891,16
TUN,2006,Tunisia,Middle East and North Africa,72.232986947261,7745.338,20
TUR,2006,Turkey,Wester Europe,76.738322781238,11865.373,21
TKM,2006,Turkmenistan,Former Soviet Republics,4.5165825106033,4560.44,10
TUV,2006,Tuvalu,Australia and Oceania,16.440608302507,2673.534,3
ARE,2006,United Arab Emirates,Middle East and North Africa,113.20142857172,41248.696,25
UGA,2006,Uganda,Sub-Saharan Africa,6.761102481987,1083.932,12
GBR,2006,United Kingdom of Great Britain & Northern Ireland,Wester Europe,115.75830134069,34398.076,22
UKR,2006,Ukraine,Former Soviet Republics,105.33235925629,6227.952,14
URY,2006,Uruguay,South America,69.965740971234,10374.906,15
USA,2006,United States of America,North America,76.644603413749,46358.358,23
UZB,2006,Uzbekistan,Former Soviet Republics,9.6528235261759,2134.559,14
VUT,2006,Vanuatu,Australia and Oceania,6.9879899745637,4108.518,13
VEN,2006,Venezuela,South America,69.260419612115,11144.957,19
VNM,2006,Vietnam,East Asia,22.470829222944,2566.915,15
YEM,2006,Yemen,Middle East and North Africa,14.412071525141,2272.597,15
ZWE,2006,Zimbabwe,Sub-Saharan Africa,6.777090031609,617.223,10
AFG,2005,Afghanistan,South Asia,4.8268653672611,598.414,4
ALB,2005,Albania,Eastern Europe,47.878027489495,5622.708,10
DZA,2005,Algeria,Middle East and North Africa,40.226713052948,6068.009,16
AGO,2005,Angola,Sub-Saharan Africa,9.7381611733196,3328.61,13
ATG,2005,Antigua and Barbuda,Caribbean,104.16035850542,16597.342,10
ARG,2005,Argentina,South America,57.328994256706,11051.086,17
ARM,2005,Armenia,Former Soviet Republics,10.549013455429,3903.496,10
AUS,2005,Australia,Australia and Oceania,89.762862306693,34098.439,19
AUT,2005,Austria,Wester Europe,105.17558557251,34128.239,21
AZE,2005,Azerbaijan,Former Soviet Republics,26.181195829039,4542.914,12
BHR,2005,Bahrain,Middle East and North Africa,87.216980810293,32891.196,20
BGD,2005,Bangladesh,South Asia,6.2877623795911,1213.141,14
BRB,2005,Barbados,Caribbean,75.370657386829,21360.684,15
BLR,2005,Belarus,Former Soviet Republics,42.417188961826,8610.037,13
BEL,2005,Belgium,Wester Europe,91.402948968793,32319.526,20
BLZ,2005,Belize,Central America,35.304501323919,7320.729,13
BEN,2005,Benin,Sub-Saharan Africa,7.2872234203278,1279.392,11
BTN,2005,Bhutan,South Asia,5.5349106803789,3274.582,3
BOL,2005,Bolivia,South America,25.884311313158,3664.314,15
BIH,2005,Bosnia and Herzegovina,Eastern Europe,42.167854491443,6037.09,10
BWA,2005,Botswana,Sub-Saharan Africa,30.05546951842,11177.203,8
BRA,2005,Brazil,South America,46.314184522481,8640.956,16
BRN,2005,Brunei Darussalam,East Asia,63.31987548088,49001.181,16
BGR,2005,Bulgaria,Eastern Europe,80.692973292166,9940.817,13
BFA,2005,Burkina Faso,Sub-Saharan Africa,4.7202902056776,1074.233,10
BDI,2005,Burundi,Sub-Saharan Africa,1.9690126315378,470.358,13
KHM,2005,Cambodia,East Asia,7.9505455107342,1456.7,13
CMR,2005,Cameroon,Sub-Saharan Africa,12.418905250237,1953.664,12
CAN,2005,Canada,North America,52.759592785709,36095.515,21
CPV,2005,Cape Verde,Sub-Saharan Africa,17.073191114194,2912.406,9
CAF,2005,Central African Republic,Sub-Saharan Africa,2.5246806468333,675.265,11
TCD,2005,Chad,Sub-Saharan Africa,2.1459442369237,1865.479,6
CHL,2005,Chile,South America,64.694175433837,12705.804,17
CHN,2005,China,East Asia,29.844705926728,4102.495,19
COL,2005,Colombia,South America,50.597396824465,7339.522,12
COM,2005,Comoros,Sub-Saharan Africa,2.5840098679447,1128.002,3
COD,2005,Congo,Sub-Saharan Africa,4.7824260462139,435.401,11
COG,2005,Congo,Sub-Saharan Africa,15.755375519318,3566.122,10
CRI,2005,Costa Rica,Central America,25.492404163764,8844.652,14
HRV,2005,Croatia,Eastern Europe,83.158325732645,15714.08,16
CYP,2005,Cyprus,Wester Europe,75.780903479226,24877.841,18
CZE,2005,Czech Republic,Eastern Europe,115.10353707568,21224.64,15
DNK,2005,Denmark,Wester Europe,100.54917072674,33527.736,24
DJI,2005,Djibouti,Middle East and North Africa,5.6726565668922,2029.965,10
DMA,2005,Dominica,Caribbean,73.71494995889,10289.755,10
DOM,2005,Dominican Republic,Caribbean,38.779285229449,6196.555,16
ECU,2005,Ecuador,South America,45.338408990958,7166.498,12
EGY,2005,Egypt,Middle East and North Africa,18.367939987506,4762.119,19
SLV,2005,El Salvador,Central America,39.715733355641,5950.571,13
